academic	JJ	a2	5.8	1
academically	RB	b1	0.6	2
accelerate	VB	c1	0.7	4
acceleration	NN	c1	0.2	4
accent	NN	b1	8.9	2
accented	JJ	c1	0.2	4
accept	VB	a2	96.8	1
acceptable	JJ	a2	6.5	1
acceptance	NN	c1	0.1	4
access	NN	b1	7.8	2
access_road	NN	c1	0.2	4
accessible	JJ	b2	1.3	3
accident	NN	a1	63.2	0
accident_book	NN	a2	0.0	1
accidental	JJ	b1	2.0	2
accidentally	RB	a2	8.1	1
acclaim	NN	b2	0.2	3
acclaimed	JJ	c1	0.2	4
acclimatise	VB	c1	0.2	4
accommodate	VB	c1	0.5	4
accommodation	NN	a2	6.4	1
accompaniment	NN	c1	0.0	4
accompany	VB	b1	8.8	2
accomplice	NN	b2	0.5	3
accomplish	VB	b1	0.5	2
accomplished	JJ	a2	0.2	1
accomplishment	NN	b2	0.2	3
accord	VB	a2	46.6	1
accordingly	RB	c1	0.2	4
accordion	NN	a2	0.4	1
account	NN	a2	22.4	1
account_book	NN	c1	0.1	4
accountable	JJ	b2	1.8	3
accountancy	NN	b1	0.2	2
accountant	NN	a1	6.9	0
accounting	NN	b1	0.6	2
accounting_course	NN	b1	0.1	2
accredit	VB	b2	0.2	3
accumulate	VB	b1	0.7	2
accuracy	NN	c1	0.1	4
accurate	JJ	b1	8.9	2
accurately	RB	b2	4.7	3
accuse	VB	b2	23.4	3
ace	NN	b2	0.1	3
ache	VB	b1	4.7	2
achieve	VB	b1	28.4	2
achievement	NN	b2	2.5	3
acid	NN	a2	0.3	1
acid_water	NN	a2	0.0	1
acidic	JJ	c1	0.2	4
acknowledge	VB	b1	1.9	2
acquaint	VB	b2	0.2	3
acquire	VB	b1	6.0	2
acre	NN	b1	0.7	2
acrobat	NN	b2	0.1	3
across	IN	a1	473.8	0
act	VB	a1	55.4	0
act_out	VB	b2	0.2	3
acting	NN	b1	0.3	2
acting_career	NN	b2	0.2	3
action	NN	b1	62.6	2
action_film	NN	a2	0.2	1
actions	NN	b2	0.7	3
activate	VB	c1	0.2	4
active	JJ	a2	18.9	1
active-looking	JJ	b2	0.1	3
activist	NN	c1	0.0	4
activity	NN	a1	52.6	0
activity_program	NN	b2	0.2	3
activity_week	NN	b1	0.1	2
actor	NN	a1	31.6	0
actress	NN	a1	10.8	0
actual	JJ	b2	7.4	3
actually	RB	a1	159.9	0
ad	NN	a1	9.6	0
adapt	VB	b2	6.1	3
add	VB	a1	123.2	0
addict	VB	b1	2.0	2
addictive	JJ	b2	0.5	3
addition	NN	a1	24.9	0
additional	JJ	b1	4.3	2
additionally	RB	c1	0.3	4
additive	NN	a2	0.5	1
address	NN	a1	46.5	0
address_book	NN	b2	0.1	3
adept	JJ	b2	0.1	3
adequate	JJ	c1	0.2	4
adhere	VB	c1	0.1	4
adhesive	NN	c1	0.1	4
adjacent	JJ	b2	0.6	3
adjective	NN	a2	1.1	1
adjust	VB	b1	9.4	2
administration	NN	b1	1.3	2
administration_office	NN	c1	0.1	4
administration_officer	NN	b1	0.2	2
administrative	JJ	c1	0.1	4
admirable	JJ	b2	0.7	3
admiral	NN	b1	0.2	2
admiration	NN	b2	3.6	3
admire	VB	a2	27.2	1
admirer	NN	b2	1.7	3
admiringly	RB	b2	0.1	3
admission	NN	a2	0.5	1
admit	VB	b1	50.7	2
admittance	NN	c1	0.0	4
admittedly	RB	c1	0.0	4
adolescent	NN	c1	0.2	4
adopt	VB	b1	7.3	2
adopter	NN	c1	0.3	4
adoption	NN	b1	1.0	2
adoption_lifecycles	NN	c1	0.1	4
adoption_pattern	NN	c1	0.1	4
adoptive	JJ	b1	0.1	2
adore	VB	b2	0.2	3
adult	NN	a1	35.7	0
adult_body	NN	c1	0.1	4
adult_class	NN	a2	0.2	1
adult_entertainment	NN	b2	0.1	3
adult_friend	NN	a2	0.2	1
adult_human	NN	a2	0.1	1
adult_life	NN	b1	1.5	2
adult_size	NN	c1	0.1	4
adult_ticket	NN	b1	0.2	2
adult_transition	NN	c1	0.1	4
adulthood	NN	c1	0.2	4
advance	NN	a2	14.1	1
advanced	JJ	b2	3.3	3
advancement	NN	c1	0.0	4
advantage	NN	b1	22.5	2
advantageous	JJ	c1	0.0	4
advent	NN	c1	0.2	4
adventure	NN	a1	31.9	0
adventurer	NN	b2	2.2	3
adventurous	JJ	a2	2.2	1
adverb	NN	a2	0.2	1
adversely	RB	b2	1.2	3
adversity	NN	b2	0.0	3
advert	NN	b1	5.4	2
advertise	VB	b1	14.9	2
advertisement	NN	a1	40.4	0
advertiser	NN	b1	2.3	2
advertising	NN	a1	15.9	0
advertising_agency	NN	b1	0.7	2
advertising_authority	NN	b2	0.1	3
advertising_billboard	NN	b2	0.1	3
advertising_board	NN	b2	0.1	3
advertising_campaign	NN	b2	0.3	3
advertising_company	NN	a2	0.6	1
advertising_executive	NN	a1	0.1	0
advertising_industry	NN	c1	0.2	4
advertising_people	NN	b2	0.1	3
advertising_picture	NN	b2	0.1	3
advertize	VB	c1	0.0	4
advertizing_campaign	NN	c1	0.1	4
advertizing_culture	NN	c1	0.0	4
advice	NN	a1	73.5	0
advice_site	NN	a2	0.2	1
advisable	JJ	b2	0.9	3
advise	VB	b1	18.2	2
advisor	NN	b2	2.9	3
advocacy	NN	c1	0.2	4
advocate	NN	c1	0.2	4
aerobics	NN	a1	0.3	0
aerobics_video	NN	a1	0.1	0
aeroplane	NN	a2	4.9	1
aesthetic	JJ	b2	0.6	3
affair	NN	b2	19.5	3
affect	VB	a2	56.1	1
affection	NN	b1	3.3	2
affectionate	JJ	b2	2.9	3
affectionately	RB	b2	1.9	3
affiliate	VB	b1	0.2	2
afford	VB	a2	17.7	1
affordable	JJ	b1	2.0	2
afraid	JJ	a1	266.4	0
african	JJ	a2	11.1	1
afro-caribbean	JJ	c1	0.0	4
afro-cuban	JJ	a2	0.0	1
after	IN	a1	1564.0	0
afterlife	NN	a2	0.0	1
afternoon	NN	a1	163.4	0
afternoon_activity	NN	b1	0.0	2
afternoon_light	NN	c1	0.1	4
afternoon_paper	NN	b2	0.1	3
afternoon_sleep	NN	c1	0.2	4
afternoon_snack	NN	b1	0.2	2
afternoon_sun	NN	a2	0.6	1
afternoon_tea	NN	b2	0.9	3
aftershock	NN	b1	0.1	2
afterward	RB	c1	0.2	4
afterwards	RB	a1	40.1	0
again	RB	a1	1214.0	0
against	IN	a1	242.8	0
age	NN	a1	154.7	0
age-old	JJ	c1	0.1	4
age_group	NN	b1	1.3	2
aged	JJ	a2	3.4	1
agency	NN	a2	5.0	1
agenda	NN	b2	0.5	3
agent	NN	b2	17.3	3
aggravation	NN	b2	0.2	3
aggression	NN	b1	0.1	2
aggressive	JJ	a2	12.7	1
aggressively	RB	b2	0.7	3
agile	JJ	b2	0.0	3
agility	NN	b2	0.0	3
agitated	JJ	a1	0.0	0
ago	RB	a1	368.2	0
agrarian	JJ	c1	0.1	4
agree	VB	a1	249.4	0
agreeable	JJ	c1	0.2	4
agreement	NN	b1	13.0	2
agricultural	JJ	b2	0.2	3
agriculture	NN	b1	2.8	2
ah	UH	a1	57.5	0
ahead	RB	a2	45.8	1
ahold	RB	a2	0.1	1
aid	NN	a2	3.4	1
aid_agency	NN	c1	0.0	4
aids	NN	b2	0.1	3
ail	VB	c1	0.5	4
aim	VB	b1	23.1	2
aimlessly	RB	b2	0.7	3
air	NN	a1	183.9	0
air-conditioner	NN	a2	0.2	1
air_car	NN	c1	0.5	4
air_conditioning	NN	a1	4.9	0
air_jazz	NN	a2	0.2	1
air_lighthouse	NN	c1	0.2	4
air_mattress	NN	c1	0.2	4
air_pollution	NN	b2	0.7	3
air_power	NN	c1	0.5	4
air_pump	NN	c1	0.2	4
air_quality	NN	b2	0.1	3
air_raid	NN	c1	0.2	4
air_tank	NN	c1	0.7	4
air_temperature	NN	c1	0.2	4
air_travel	NN	b2	0.1	3
airbag	NN	c1	0.2	4
airbrush	VB	c1	0.7	4
aircraft	NN	c1	0.7	4
aircraft_cushion	NN	c1	0.1	4
aircraft_hangar	NN	c1	0.1	4
aircraft_part	NN	c1	0.1	4
aircrew	NN	b2	0.1	3
airless	JJ	b2	0.7	3
airline	NN	a2	1.8	1
airline_pilot	NN	b2	0.7	3
airline_ticket	NN	b1	0.2	2
airmail	NN	b2	0.1	3
airplane	NN	c1	0.7	4
airport	NN	a1	84.5	0
airport_bank	NN	b1	0.2	2
airshow	NN	a2	0.0	1
airstrip	NN	c1	0.0	4
airtime	NN	c1	0.1	4
airy	JJ	b1	0.1	2
aisle	NN	b2	0.1	3
akin	JJ	b2	0.2	3
alarm	NN	a2	14.0	1
alarm_clock	NN	a2	0.5	1
alarm_system	NN	b2	0.1	3
alarmed	JJ	b2	1.3	3
alarming	JJ	b2	2.2	3
alas	UH	c1	0.0	4
album	NN	a1	10.1	0
alcohol	NN	a2	13.7	1
alcohol_bottle	NN	b1	0.1	2
alcohol_intake	NN	b2	0.0	3
alert	JJ	c1	0.5	4
alfresco	JJ	b1	0.2	2
algebra	NN	b1	0.1	2
algerian	JJ	c1	0.0	4
algorithm	NN	c1	0.5	4
alibi	NN	b2	0.2	3
alien	JJ	b2	1.6	3
alienate	VB	c1	0.1	4
align	VB	c1	0.2	4
alike	RB	a2	5.5	1
alive	JJ	a1	74.5	0
all	DT	a1	1355.4	0
all-american	JJ	b2	0.0	3
all-electric	JJ	c1	0.0	4
all-powerful	JJ	c1	0.1	4
all-purpose	JJ	b2	0.5	3
all-round	JJ	c1	0.2	4
all-time	JJ	b2	0.2	3
all-women	JJ	a2	0.2	1
allay	VB	c1	0.2	4
allege	VB	c1	0.0	4
allegedly	RB	c1	0.0	4
allergic	JJ	a1	1.5	0
allergy	NN	a2	1.5	1
alleviate	VB	c1	0.2	4
alley	NN	c1	0.6	4
alley_cat	NN	c1	0.1	4
alley_wall	NN	c1	0.1	4
alliance	NN	c1	0.1	4
allocate	VB	b2	0.2	3
allocation	NN	c1	0.0	4
allotment	NN	c1	0.2	4
allow	VB	a2	110.0	1
allowance	NN	b1	0.1	2
ally	NN	b1	0.7	2
almond	NN	b2	0.1	3
almond_crop	NN	b2	0.2	3
almost	RB	a1	343.4	0
almost-new	JJ	a1	0.1	0
alone	RB	a1	279.8	0
along	IN	a1	179.7	0
alongside	IN	b2	5.2	3
aloofness	NN	b1	0.2	2
aloud	RB	b2	5.5	3
alpha	NN	c1	0.3	4
alphabet	NN	a2	0.2	1
alphabetize	VB	a2	0.1	1
already	RB	a1	273.6	0
already-crowded	JJ	b2	0.0	3
alright	JJ	a1	2.7	0
also	RB	a1	882.1	0
alter	VB	b2	2.0	3
alternate	JJ	b2	0.1	3
alternative	NN	b1	5.0	2
alternatively	RB	b2	0.6	3
although	IN	a2	162.2	1
altitude	NN	a2	0.5	1
altogether	RB	b1	2.2	2
aluminium	NN	b2	0.0	3
aluminium_plate	NN	b2	0.2	3
always	RB	a1	803.7	0
amateur	JJ	b2	0.2	3
amateurish	JJ	c1	0.2	4
amaze	VB	b2	0.7	3
amazed	JJ	a1	14.3	0
amazement	NN	a2	9.2	1
amazing	JJ	a1	68.9	0
amazingly	RB	b1	2.3	2
ambiance	NN	c1	0.0	4
ambiguity	NN	b1	0.7	2
ambition	NN	b1	8.0	2
ambitious	JJ	a2	10.7	1
ambulance	NN	a2	1.0	1
ambulance_man	NN	a2	0.0	1
american	JJ	a1	101.7	0
amid	IN	b2	0.2	3
ammonia	NN	c1	0.1	4
among	IN	a2	76.4	1
amongst	IN	b2	1.6	3
amount	NN	a2	46.7	1
amphibian	NN	a2	0.1	1
amphitheatre	NN	a1	0.0	0
ample	JJ	b2	0.2	3
amuse	VB	b1	5.5	2
amused	JJ	b2	1.1	3
amusement	NN	b2	3.5	3
amusement_park	NN	a1	0.7	0
amusing	JJ	b2	3.9	3
an	DT	a1	2737.1	0
analyse	VB	c1	0.2	4
analysis	NN	b2	0.6	3
analyst	NN	b2	0.7	3
analytical	JJ	c1	0.1	4
analyze	VB	a2	1.0	1
anarchy	NN	c1	0.2	4
ancestor	NN	c1	0.2	4
anchor	VB	c1	0.6	4
ancient	JJ	a1	23.0	0
and	CC	a1	30340.8	0
andalusian	JJ	c1	0.2	4
android	NN	b2	0.2	3
anecdote	NN	a2	0.7	1
anew	RB	c1	0.2	4
anger	NN	a2	49.9	1
angle	NN	b2	0.6	3
angrier	JJ	c1	0.1	4
angrily	RB	a1	110.4	0
angry	JJ	a1	214.8	0
angry-looking	JJ	b2	0.1	3
animal	NN	a1	141.1	0
animal-man	NN	a2	0.3	1
animal-people	NN	a2	0.9	1
animal-person	NN	a2	0.0	1
animal_behavior	NN	c1	0.1	4
animal_body	NN	a2	0.0	1
animal_cage	NN	a2	0.0	1
animal_communication	NN	c1	0.0	4
animal_food	NN	a2	0.0	1
animal_noise	NN	a2	0.1	1
animal_right	NN	b2	0.1	3
animal_scene	NN	c1	0.1	4
animal_skin	NN	a2	0.5	1
animal_source	NN	c1	0.2	4
animal_species	NN	c1	1.0	4
animal_stupidity	NN	c1	0.1	4
animal_testing	NN	b2	0.1	3
animal_track	NN	c1	0.1	4
animal_watching	NN	b2	0.5	3
animate	VB	b1	0.6	2
animation_film	NN	b1	0.0	2
anion	NN	c1	0.1	4
ankh	NN	a2	0.0	1
ankle	NN	a2	0.5	1
anniversary	NN	a2	3.8	1
announce	VB	a2	32.4	1
announcement	NN	b2	0.7	3
announcer	NN	c1	0.1	4
annoy	VB	b1	10.3	2
annoyance	NN	b2	1.5	3
annoyed	JJ	b1	6.9	2
annoying	JJ	a2	8.0	1
annual	JJ	b1	5.0	2
annual_leave	NN	b2	0.1	3
annually	RB	b2	0.1	3
anodyne	JJ	c1	0.2	4
anonymous	JJ	b2	1.7	3
another	DT	a1	764.9	0
answer	VB	a1	329.6	0
antagonism	NN	c1	0.5	4
antarctica	NN	b1	0.2	2
antennae	NN	b1	0.5	2
anthology	NN	c1	0.2	4
anthropologist	NN	c1	0.7	4
anthropology	NN	b2	0.2	3
anti-industrial	JJ	c1	0.2	4
anti-television	JJ	b1	0.1	2
antibiotic	NN	c1	0.2	4
anticipate	VB	b2	0.5	3
antique	JJ	a2	3.0	1
antiquity	NN	a2	0.1	1
antisocial	JJ	b1	0.7	2
antivirus	JJ	b1	0.1	2
anxiety	NN	a2	6.6	1
anxious	JJ	a1	16.7	0
anxiously	RB	b1	10.0	2
any	DT	a1	869.8	0
anybody	PR	a1	44.0	0
anyhow	RB	b2	4.0	3
anymore	RB	a2	2.9	1
anyone	PR	a1	221.8	0
anyplace	RB	c1	0.1	4
anything	PR	a1	549.9	0
anytime	RB	b2	2.1	3
anyway	UH	a1	67.8	0
anywhere	RB	a1	36.0	0
apart	RB	a1	45.0	0
apartment	NN	a1	55.3	0
apartment_block	NN	b1	0.5	2
apartment_house	NN	c1	0.2	4
apathetic	JJ	c1	0.7	4
apathy	NN	c1	0.1	4
ape	NN	a2	0.1	1
ape-man	NN	a2	0.5	1
ape_noise	NN	a2	0.0	1
aperitif	NN	b1	0.2	2
apocalypse	NN	b1	0.1	2
apocalyptic	JJ	b1	0.1	2
apologetically	RB	b2	0.1	3
apologise	VB	a2	3.4	1
apologize	VB	b1	21.8	2
apologizing	NN	b1	0.1	2
apology	NN	a2	3.1	1
apostrophe	NN	a2	0.1	1
app	NN	b1	1.4	2
appal	VB	b2	0.7	3
apparatus	NN	c1	0.2	4
apparent	JJ	b1	4.0	2
apparently	RB	a2	11.2	1
appeal	VB	b2	4.5	3
appealing	JJ	c1	0.5	4
appear	VB	a2	136.6	1
appearance	NN	a2	24.0	1
appetite	NN	c1	0.1	4
appetizer	NN	b1	0.1	2
apple	NN	a2	12.2	1
appliance	NN	a2	1.5	1
applicant	NN	b1	4.2	2
application	NN	b1	8.0	2
application_form	NN	b1	0.2	2
apply	VB	b1	18.9	2
appoint	VB	b2	5.7	3
appointment	NN	a1	10.9	0
appreciate	VB	b1	10.4	2
appreciation	NN	c1	0.2	4
apprehend	VB	c1	0.1	4
apprehension	NN	c1	0.0	4
apprenticeship	NN	b1	0.0	2
approach	VB	a2	41.3	1
approachable	JJ	b2	0.2	3
appropriate	JJ	b1	6.6	2
appropriately	RB	b1	1.3	2
approval	NN	b2	2.3	3
approve	VB	b2	1.8	3
approximately	RB	a2	9.1	1
apron	NN	c1	0.1	4
apt	JJ	b1	0.1	2
aptitude_test	NN	b1	0.1	2
aquarium	NN	a1	0.6	0
arab	JJ	a2	5.0	1
arabic	NN	a2	3.6	1
arable	JJ	c1	0.1	4
arc	NN	c1	0.1	4
arch	NN	b1	0.2	2
archaeological	JJ	b1	1.2	2
archaeologist	NN	b1	1.6	2
archaeology	NN	b1	0.0	2
archeologist	NN	a2	0.1	1
architect	NN	a2	18.7	1
architect_owner	NN	a2	0.0	1
architectural	JJ	c1	0.2	4
architecture	NN	a2	1.2	1
arctic	JJ	c1	1.8	4
are	VB	b1	0.1	2
area	NN	a1	165.2	0
area_manager	NN	b2	0.1	3
argue	VB	a1	57.1	0
argument	NN	a2	32.3	1
aria	NN	b2	0.1	3
arid	JJ	c1	0.1	4
arise	VB	b2	1.9	3
aristocracy	NN	c1	0.1	4
aristocrat	NN	b2	0.0	3
aristocratic	JJ	b2	0.0	3
arithmetic	NN	a2	0.7	1
arm	NN	a1	333.6	0
arm_transplant	NN	b2	0.1	3
armament	NN	b2	0.1	3
armament_factory	NN	b2	0.1	3
armament_manufacturer	NN	b2	0.1	3
armament_trade	NN	b2	0.1	3
armament_world	NN	b2	0.1	3
armchair	NN	a1	22.2	0
armchair_archaeologist	NN	c1	0.1	4
armed	JJ	b1	0.9	2
armful	NN	c1	0.1	4
armor	NN	c1	0.1	4
army	NN	a2	60.7	1
army_base	NN	b2	0.1	3
army_camp	NN	c1	0.1	4
army_captain	NN	b1	0.7	2
army_doctor	NN	b2	0.6	3
army_equipment	NN	c1	0.1	4
army_life	NN	c1	0.1	4
army_officer	NN	b2	0.7	3
army_rabbis	NN	c1	0.1	4
army_revolver	NN	a1	0.0	0
army_station	NN	b1	0.1	2
army_unit	NN	c1	0.2	4
arnica	NN	b2	0.2	3
aroma	NN	c1	0.1	4
around	IN	a1	525.9	0
arouse	VB	b2	0.2	3
arrange	VB	a2	55.8	1
arrangement	NN	b1	15.3	2
arrest	VB	a1	28.8	0
arrival	NN	a2	21.7	1
arrive	VB	a1	398.5	0
arrogant	JJ	a2	4.7	1
arrogantly	RB	a2	0.4	1
arrow	NN	b1	2.6	2
arsenal	NN	c1	1.3	4
art	NN	a1	83.7	0
art_class	NN	b1	0.2	2
art_company	NN	a1	0.0	0
art_competition	NN	b1	0.1	2
art_con	NN	c1	0.2	4
art_dealer	NN	c1	0.1	4
art_exhibition	NN	b1	0.2	2
art_expert	NN	c1	0.1	4
art_fakery	NN	c1	0.5	4
art_forgery	NN	c1	0.1	4
art_form	NN	c1	0.1	4
art_fraud	NN	c1	0.2	4
art_gallery	NN	a1	4.8	0
art_museum	NN	a1	0.1	0
art_project	NN	b1	0.1	2
art_school	NN	b2	0.1	3
art_student	NN	a2	0.5	1
art_studio	NN	b1	0.1	2
art_teacher	NN	a2	0.2	1
art_world	NN	c1	0.5	4
artefact	NN	c1	0.2	4
arthritis	NN	c1	0.7	4
article	NN	b1	34.2	2
articulate	JJ	b2	0.1	3
artificial	JJ	a2	19.7	1
artificially	RB	b2	0.7	3
artist	NN	a1	32.7	0
artistic	JJ	a2	5.6	1
artwork	NN	a2	1.4	1
as	IN	a1	3285.7	0
asap	RB	c1	0.2	4
ascent	NN	c1	0.2	4
ash	NN	a2	2.3	1
ashamed	JJ	b1	20.1	2
asian	JJ	a2	2.4	1
aside	RB	b1	3.0	2
ask	VB	a1	2115.0	0
asked	VB	a2	0.5	1
asleep	JJ	a1	72.3	0
aspect	NN	b2	11.1	3
aspiration	NN	c1	0.5	4
aspirin	NN	b2	2.1	3
aspirin_bottle	NN	b2	0.1	3
aspirin_pill	NN	b2	0.1	3
assault	NN	c1	0.8	4
assemble	VB	c1	0.2	4
assembly	NN	b1	0.8	2
assembly_worker	NN	b2	0.2	3
assert	VB	c1	0.2	4
assertive	JJ	a2	0.1	1
assess	VB	b2	1.3	3
assessment	NN	b1	0.7	2
asset	NN	c1	0.1	4
assign	VB	b2	1.3	3
assignment	NN	b1	1.5	2
assist	VB	b2	2.2	3
assistance	NN	b2	1.3	3
assistant	NN	a2	19.7	1
assistant_chef	NN	b1	0.1	2
assistant_manager	NN	b1	0.1	2
associate	VB	b2	3.0	3
associated	JJ	c1	0.2	4
association	NN	b2	0.6	3
assume	VB	b2	3.5	3
assumption	NN	c1	0.6	4
assurance	NN	b2	0.2	3
assure	VB	c1	2.2	4
asteroid	NN	b2	2.4	3
asthma	NN	c1	0.2	4
astonished	JJ	b2	0.7	3
astonishing	JJ	c1	0.6	4
astonishment	NN	b2	0.7	3
astound	VB	c1	0.2	4
astrology	NN	b2	0.5	3
astronaut	NN	a2	1.8	1
astronomer	NN	b2	1.0	3
astronomical	JJ	b2	0.2	3
astronomy	NN	a1	0.0	0
astute	JJ	c1	0.1	4
asylum	NN	c1	0.2	4
at	IN	a1	7130.0	0
athlete	NN	a2	6.6	1
athletic	JJ	a2	3.3	1
atm	NN	a2	3.3	1
atmosphere	NN	a1	38.9	0
atmospheric	JJ	c1	0.2	4
atom	NN	b2	1.4	3
atomic	JJ	b2	0.2	3
atop	IN	c1	0.6	4
attach	VB	a1	8.4	0
attack	VB	a1	43.7	0
attacker	NN	a1	3.8	0
attempt	NN	b2	16.5	3
attend	VB	b1	26.2	2
attendant	NN	a1	3.5	0
attention	NN	a2	88.0	1
attentive	JJ	a1	0.3	0
attic	NN	b2	1.3	3
attitude	NN	b1	27.7	2
attorney	NN	b1	1.1	2
attract	VB	b1	43.0	2
attraction	NN	b2	4.8	3
attractive	JJ	a1	40.9	0
attribute	VB	c1	0.0	4
au_pair	NN	a2	0.0	1
auction	NN	b1	2.8	2
auction_site	NN	b1	0.1	2
auction_website	NN	b1	0.1	2
audience	NN	a1	25.2	0
audio	JJ	b1	2.8	2
audition	NN	a2	1.1	1
aunt	NN	a1	18.1	0
auntie	NN	c1	0.2	4
austerity	NN	c1	0.0	4
australia	NN	b1	0.2	2
australian	JJ	b1	6.0	2
austrian	JJ	b2	1.3	3
authentic	JJ	a1	2.4	0
authenticate	VB	c1	0.2	4
authentication	NN	c1	0.1	4
authenticity	NN	c1	0.2	4
author	NN	b1	26.7	2
authoritative	JJ	b2	0.1	3
authority	NN	b1	20.2	2
auto	NN	c1	0.2	4
autobiography	NN	c1	0.2	4
autograph	NN	a1	1.0	0
automate	VB	a2	1.0	1
automatic	JJ	b2	0.7	3
automatically	RB	b2	1.5	3
automotive	JJ	c1	0.1	4
autumn	NN	a2	8.4	1
autumn_color	NN	a1	0.0	0
availability	NN	b1	0.1	2
available	JJ	a2	42.2	1
avenue	NN	a1	0.0	0
average	JJ	a1	30.0	0
avert	VB	c1	0.2	4
avid	JJ	c1	0.1	4
avidly	RB	b2	0.1	3
avocado	NN	b1	1.2	2
avoid	VB	b1	55.7	2
avoidance	NN	c1	0.1	4
await	VB	c1	0.0	4
awake	JJ	a2	21.7	1
awaken	VB	b1	0.5	2
awakening	NN	b2	0.1	3
award	NN	a2	9.5	1
aware	JJ	b1	19.1	2
awareness	NN	b2	5.0	3
away	RB	a1	1123.4	0
awful	JJ	a1	43.3	0
awfully	RB	b2	0.7	3
awkward	JJ	b2	2.3	3
awkwardly	RB	c1	0.7	4
ax	NN	b2	0.2	3
axe	NN	b2	1.4	3
ay	UH	b1	0.2	2
b	NN	a1	9.1	0
ba	NN	c1	0.2	4
babble	VB	b1	0.1	2
babies	NN	c1	0.1	4
baby	NN	a1	137.8	0
baby-cinema	NN	c1	0.2	4
baby-massage	NN	c1	0.2	4
baby_bottle	NN	c1	0.1	4
baby_boy	NN	c1	0.1	4
baby_cat	NN	c1	0.1	4
baby_doll	NN	c1	0.1	4
baby_food	NN	c1	0.1	4
baby_girl	NN	b2	0.1	3
baby_industry	NN	c1	0.2	4
baby_otter	NN	a2	0.0	1
baby_sister	NN	a2	0.0	1
baby_son	NN	b2	0.1	3
babysit	VB	c1	0.1	4
babysitter	NN	a2	0.5	1
bachelor	NN	a1	1.4	0
bachelorette	NN	b2	0.1	3
